Episode,Acting,Receiving,Valence
3,Ken,Paul,-2
3,Paul,Bret,1
3,Paul,Chris,1
3,Bret,Paul,1
3,Bret,Chris,1
3,Chris,Bret,1
3,Chris,Chris,1
3,Lucy,Sunday,1
3,Lucy,CeCe,1
3,Lucy,David,1
3,Lucy,Jessica,1
3,Lucy,Ken,1
3,Sunday,Lucy,1
3,Sunday,CeCe,1
3,Sunday,David,1
3,Sunday,Jessica,1
3,Sunday,Ken,1
3,CeCe,Lucy,1
3,CeCe,Sunday,1
3,CeCe,David,1
3,CeCe,Jessica,1
3,CeCe,Ken,1
3,David,Lucy,1
3,David,Sunday,1
3,David,CeCe,1
3,David,Jessica,1
3,David,Ken,1
3,Jessica,Lucy,1
3,Jessica,Sunday,1
3,Jessica,CeCe,1
3,Jessica,David,1
3,Jessica,Ken,1
3,Ken,Lucy,1
3,Ken,Sunday,1
3,Ken,CeCe,1
3,Ken,David,1
3,Ken,Jessica,1
